date,ticker,price
2022-05-16,AAAA,94.77
2022-05-17,AAAA,95.94
2022-05-18,AAAA,98.58
2022-05-19,AAAA,97.73
2022-05-20,AAAA,98.13
2022-05-23,AAAA,99.23
2022-05-24,AAAA,100.98
2022-05-25,AAAA,103.34
2022-05-26,AAAA,102.35
2022-05-27,AAAA,101.0
2022-05-30,AAAA,103.79
2022-05-31,AAAA,99.64
2022-06-01,AAAA,102.82
2022-06-02,AAAA,102.2
2022-06-03,AAAA,102.19
2022-06-06,AAAA,100.81
2022-06-07,AAAA,100.71
2022-06-08,AAAA,103.3
2022-06-09,AAAA,104.91
2022-06-10,AAAA,105.95
2022-06-13,AAAA,106.14
2022-06-14,AAAA,103.11
2022-06-15,AAAA,101.39
2022-06-16,AAAA,100.69
2022-06-17,AAAA,101.62
2022-06-20,AAAA,101.76
2022-06-21,AAAA,103.78
2022-06-22,AAAA,104.77
2022-06-23,AAAA,104.88
2022-06-24,AAAA,109.77
2022-06-27,AAAA,110.66
2022-06-28,AAAA,109.71
2022-06-29,AAAA,113.87
2022-06-30,AAAA,116.64
2022-07-01,AAAA,120.95
2022-07-04,AAAA,120.68
2022-07-05,AAAA,123.06
2022-07-06,AAAA,119.54
2022-07-07,AAAA,121.43
2022-07-08,AAAA,121.04
2022-07-11,AAAA,117.81
2022-07-12,AAAA,120.27
2022-07-13,AAAA,115.99
2022-07-14,AAAA,111.64
2022-07-15,AAAA,112.45
2022-07-18,AAAA,113.74
2022-07-19,AAAA,115.97
2022-07-20,AAAA,117.7
2022-07-21,AAAA,121.23
2022-07-22,AAAA,122.94
2022-07-25,AAAA,122.62
2022-07-26,AAAA,122.44
2022-07-27,AAAA,121.75
2022-07-28,AAAA,122.47
2022-07-29,AAAA,119.81
2022-08-01,AAAA,120.63
2022-08-02,AAAA,120.42
2022-08-03,AAAA,121.09
2022-08-04,AAAA,121.77
2022-08-05,AAAA,115.94
2022-08-08,AAAA,113.87
2022-08-09,AAAA,113.62
2022-08-10,AAAA,113.49
2022-08-11,AAAA,114.08
2022-08-12,AAAA,114.78
2022-08-15,AAAA,118.31
2022-08-16,AAAA,119.05
2022-08-17,AAAA,118.31
2022-08-18,AAAA,114.58
2022-08-19,AAAA,111.49
2022-08-22,AAAA,112.69
2022-08-23,AAAA,115.11
2022-08-24,AAAA,118.71
2022-08-25,AAAA,116.76
2022-08-26,AAAA,116.05
2022-08-29,AAAA,116.62
2022-08-30,AAAA,121.49
2022-08-31,AAAA,121.77
2022-09-01,AAAA,125.61
2022-09-02,AAAA,126.04
2022-09-05,AAAA,128.98
2022-09-06,AAAA,131.65
2022-09-07,AAAA,132.09
2022-09-08,AAAA,129.42
2022-09-09,AAAA,128.73
2022-09-12,AAAA,132.62
2022-09-13,AAAA,134.97
2022-09-14,AAAA,133.8
2022-09-15,AAAA,132.89
2022-09-16,AAAA,128.37
2022-09-19,AAAA,132.13
2022-09-20,AAAA,134.49
2022-09-21,AAAA,134.12
2022-09-22,AAAA,134.66
2022-09-23,AAAA,128.94
2022-09-26,AAAA,127.69
2022-09-27,AAAA,131.14
2022-09-28,AAAA,133.74
2022-09-29,AAAA,134.63
2022-09-30,AAAA,134.59
2022-10-03,AAAA,136.75
2022-10-04,AAAA,135.99
2022-10-05,AAAA,131.53
2022-10-06,AAAA,131.52
2022-10-07,AAAA,132.58
2022-10-10,AAAA,135.59
2022-10-11,AAAA,131.74
2022-10-12,AAAA,131.42
2022-10-13,AAAA,131.22
2022-10-14,AAAA,128.36
2022-10-17,AAAA,129.62
2022-10-18,AAAA,131.57
2022-10-19,AAAA,130.81
2022-10-20,AAAA,136.3
2022-10-21,AAAA,135.43
2022-10-24,AAAA,134.22
2022-10-25,AAAA,132.95
2022-10-26,AAAA,130.8
2022-10-27,AAAA,129.35
2022-10-28,AAAA,125.69
2022-10-31,AAAA,125.21
2022-11-01,AAAA,125.35
2022-11-02,AAAA,119.76
2022-11-03,AAAA,119.51
2022-11-04,AAAA,119.62
2022-11-07,AAAA,120.85
2022-11-08,AAAA,123.8
2022-11-09,AAAA,125.93
2022-11-10,AAAA,124.37
2022-11-11,AAAA,122.55
2022-11-14,AAAA,123.98
2022-11-15,AAAA,122.63
2022-11-16,AAAA,119.66
2022-11-17,AAAA,125.48
2022-11-18,AAAA,124.7
2022-11-21,AAAA,123.15
2022-11-22,AAAA,117.86
2022-11-23,AAAA,119.89
2022-11-24,AAAA,117.54
2022-11-25,AAAA,117.61
2022-11-28,AAAA,119.91
2022-11-29,AAAA,117.6
2022-11-30,AAAA,117.79
2022-12-01,AAAA,121.43
2022-12-02,AAAA,115.61
2022-12-05,AAAA,113.75
2022-12-06,AAAA,111.71
2022-12-07,AAAA,111.3
2022-12-08,AAAA,111.19
2022-12-09,AAAA,108.85
2022-12-12,AAAA,107.44
2022-12-13,AAAA,105.79
2022-12-14,AAAA,105.05
2022-12-15,AAAA,105.51
2022-12-16,AAAA,107.45
2022-12-19,AAAA,109.74
2022-12-20,AAAA,111.19
2022-12-21,AAAA,109.26
2022-12-22,AAAA,109.25
2022-12-23,AAAA,114.57
2022-12-26,AAAA,116.91
2022-12-27,AAAA,115.89
2022-12-28,AAAA,119.61
2022-12-29,AAAA,118.69
2022-12-30,AAAA,117.11
2023-01-02,AAAA,120.43
2023-01-03,AAAA,117.31
2023-01-04,AAAA,112.91
2023-01-05,AAAA,115.05
2023-01-06,AAAA,115.12
2023-01-09,AAAA,115.41
2023-01-10,AAAA,114.58
2023-01-11,AAAA,114.04
2023-01-12,AAAA,113.0
2023-01-13,AAAA,111.59
2023-01-16,AAAA,110.74
2023-01-17,AAAA,109.83
2023-01-18,AAAA,108.02
2023-01-19,AAAA,106.85
2023-01-20,AAAA,101.64
2023-01-23,AAAA,103.04
2023-01-24,AAAA,103.84
2023-01-25,AAAA,103.67
2023-01-26,AAAA,104.16
2023-01-27,AAAA,104.73
2023-01-30,AAAA,103.23
2023-01-31,AAAA,102.13
2023-02-01,AAAA,103.22
2023-02-02,AAAA,103.65
2023-02-03,AAAA,107.97
2023-02-06,AAAA,111.53
2023-02-07,AAAA,113.63
2023-02-08,AAAA,111.91
2023-02-09,AAAA,110.65
2023-02-10,AAAA,108.46
2023-02-13,AAAA,109.06
2023-02-14,AAAA,103.25
2023-02-15,AAAA,102.3
2023-02-16,AAAA,101.68
2023-02-17,AAAA,98.63
2023-02-20,AAAA,100.21
2023-02-21,AAAA,97.95
2023-02-22,AAAA,98.48
2023-02-23,AAAA,104.12
2023-02-24,AAAA,100.82
2023-02-27,AAAA,100.52
2023-02-28,AAAA,99.7
2023-03-01,AAAA,98.51
2023-03-02,AAAA,100.02
2023-03-03,AAAA,102.26
2023-03-06,AAAA,103.85
2023-03-07,AAAA,102.36
2023-03-08,AAAA,107.46
2023-03-09,AAAA,103.72
2023-03-10,AAAA,101.6
2023-03-13,AAAA,101.95
2023-03-14,AAAA,102.13
2023-03-15,AAAA,103.13
2023-03-16,AAAA,106.44
2023-03-17,AAAA,106.19
2023-03-20,AAAA,106.43
2023-03-21,AAAA,105.17
2023-03-22,AAAA,106.42
2023-03-23,AAAA,105.74
2023-03-24,AAAA,105.07
2023-03-27,AAAA,106.22
2023-03-28,AAAA,108.44
2023-03-29,AAAA,103.75
2023-03-30,AAAA,104.51
2023-03-31,AAAA,103.94
2023-04-03,AAAA,105.93
2023-04-04,AAAA,105.4
2023-04-05,AAAA,108.18
2023-04-06,AAAA,106.73
2023-04-07,AAAA,102.07
2023-04-10,AAAA,104.24
2023-04-11,AAAA,102.5
2023-04-12,AAAA,99.31
2023-04-13,AAAA,99.34
2023-04-14,AAAA,98.87
2023-04-17,AAAA,100.51
2023-04-18,AAAA,102.32
2023-04-19,AAAA,102.51
2023-04-20,AAAA,100.71
2023-04-21,AAAA,101.29
2023-04-24,AAAA,101.63
2023-04-25,AAAA,102.79
2023-04-26,AAAA,101.01
2023-04-27,AAAA,100.2
2023-04-28,AAAA,101.23
2023-05-01,AAAA,103.79
2023-05-02,AAAA,105.81
2023-05-03,AAAA,105.99
2023-05-04,AAAA,104.96
2023-05-05,AAAA,105.81
2023-05-08,AAAA,103.52
2023-05-09,AAAA,101.85
2023-05-10,AAAA,104.97
2023-05-11,AAAA,105.82
2023-05-12,AAAA,105.08
2023-05-15,AAAA,106.84
2023-05-16,AAAA,109.63
2023-05-17,AAAA,108.66
2023-05-18,AAAA,107.73
2023-05-19,AAAA,106.55
2023-05-22,AAAA,108.62
2023-05-23,AAAA,110.76
2023-05-24,AAAA,113.87
2023-05-25,AAAA,116.19
2023-05-26,AAAA,112.46
2023-05-29,AAAA,113.09
2023-05-30,AAAA,110.72
2023-05-31,AAAA,109.59
2023-06-01,AAAA,109.97
2023-06-02,AAAA,111.82
2023-06-05,AAAA,109.85
2023-06-06,AAAA,104.85
2023-06-07,AAAA,105.23
2023-06-08,AAAA,110.95
2023-06-09,AAAA,110.5
2023-06-12,AAAA,110.6
2023-06-13,AAAA,114.62
2023-06-14,AAAA,115.98
2023-06-15,AAAA,116.48
2023-06-16,AAAA,117.52
2023-06-19,AAAA,118.1
2023-06-20,AAAA,115.44
2023-06-21,AAAA,112.39
2023-06-22,AAAA,116.71
2023-06-23,AAAA,117.14
2023-06-26,AAAA,117.37
2023-06-27,AAAA,117.16
2023-06-28,AAAA,119.01
2023-06-29,AAAA,125.21
2023-06-30,AAAA,126.52
2023-07-03,AAAA,125.04
2023-07-04,AAAA,124.71
2023-07-05,AAAA,127.41
2023-07-06,AAAA,125.94
2023-07-07,AAAA,128.1
2023-07-10,AAAA,122.29
2023-07-11,AAAA,121.73
2023-07-12,AAAA,123.27
2023-07-13,AAAA,126.44
2023-07-14,AAAA,124.39
2023-07-17,AAAA,120.7
2023-07-18,AAAA,120.08
2023-07-19,AAAA,117.4
2023-07-20,AAAA,117.05
2023-07-21,AAAA,117.04
2023-07-24,AAAA,113.99
2023-07-25,AAAA,115.84
2023-07-26,AAAA,115.48
2023-07-27,AAAA,118.0
2023-07-28,AAAA,113.72
2023-07-31,AAAA,111.43
2023-08-01,AAAA,112.59
2023-08-02,AAAA,110.81
2023-08-03,AAAA,110.44
2023-08-04,AAAA,110.44
2023-08-07,AAAA,110.79
2023-08-08,AAAA,109.3
2023-08-09,AAAA,109.63
2023-08-10,AAAA,107.93
2023-08-11,AAAA,109.39
2023-08-14,AAAA,109.14
2023-08-15,AAAA,109.48
2023-08-16,AAAA,115.25
2023-08-17,AAAA,112.73
2023-08-18,AAAA,115.91
2023-08-21,AAAA,109.9
2023-08-22,AAAA,105.43
2023-08-23,AAAA,102.84
2023-08-24,AAAA,100.45
2023-08-25,AAAA,100.86
2023-08-28,AAAA,101.45
2023-08-29,AAAA,100.93
2023-08-30,AAAA,100.63
2023-08-31,AAAA,101.7
2023-09-01,AAAA,103.41
2023-09-04,AAAA,100.7
2023-09-05,AAAA,99.97
2023-09-06,AAAA,99.83
2023-09-07,AAAA,100.81
2023-09-08,AAAA,99.26
2023-09-11,AAAA,99.08
2023-09-12,AAAA,99.14
2023-09-13,AAAA,97.76
2023-09-14,AAAA,96.34
2023-09-15,AAAA,96.53
2023-09-18,AAAA,96.28
2023-09-19,AAAA,97.25
2023-09-20,AAAA,95.22
2023-09-21,AAAA,94.56
2023-09-22,AAAA,94.12
2023-09-25,AAAA,95.67
2023-09-26,AAAA,93.89
2023-09-27,AAAA,94.33
2023-09-28,AAAA,94.81
2023-09-29,AAAA,97.98
2023-10-02,AAAA,96.03
2023-10-03,AAAA,94.77
2023-10-04,AAAA,93.01
2023-10-05,AAAA,89.96
2023-10-06,AAAA,93.19
2023-10-09,AAAA,90.9
2023-10-10,AAAA,89.43
2023-10-11,AAAA,91.82
2023-10-12,AAAA,88.65
2023-10-13,AAAA,90.0
2023-10-16,AAAA,87.5
2023-10-17,AAAA,89.71
2023-10-18,AAAA,85.9
2023-10-19,AAAA,82.94
2023-10-20,AAAA,82.04
2023-10-23,AAAA,83.65
2023-10-24,AAAA,83.59
2023-10-25,AAAA,83.04
2023-10-26,AAAA,85.3
2023-10-27,AAAA,89.06
2023-10-30,AAAA,90.26
2023-10-31,AAAA,89.15
2023-11-01,AAAA,88.4
2023-11-02,AAAA,86.15
2023-11-03,AAAA,86.33
2023-11-06,AAAA,83.56
2023-11-07,AAAA,84.49
2023-11-08,AAAA,87.95
2023-11-09,AAAA,89.22
2023-11-10,AAAA,88.38
2023-11-13,AAAA,89.32
2023-11-14,AAAA,92.26
2023-11-15,AAAA,95.21
2023-11-16,AAAA,93.31
2023-11-17,AAAA,94.27
2023-11-20,AAAA,93.97
2023-11-21,AAAA,95.5
2023-11-22,AAAA,96.24
2023-11-23,AAAA,91.78
2023-11-24,AAAA,91.15
2023-11-27,AAAA,91.51
2023-11-28,AAAA,88.92
2023-11-29,AAAA,89.96
2023-11-30,AAAA,87.26
2023-12-01,AAAA,85.88
2023-12-04,AAAA,88.21
2023-12-05,AAAA,86.67
2023-12-06,AAAA,87.67
2023-12-07,AAAA,84.65
2023-12-08,AAAA,88.24
2023-12-11,AAAA,87.71
2023-12-12,AAAA,87.88
2023-12-13,AAAA,88.19
2023-12-14,AAAA,89.27
2023-12-15,AAAA,86.6
2023-12-18,AAAA,86.59
2023-12-19,AAAA,85.45
2023-12-20,AAAA,82.62
2023-12-21,AAAA,84.26
2023-12-22,AAAA,83.67
2023-12-25,AAAA,84.08
2023-12-26,AAAA,84.38
2023-12-27,AAAA,83.82
2023-12-28,AAAA,87.2
2023-12-29,AAAA,87.11
2022-01-03,BBBB,245.67
2022-01-04,BBBB,242.92
2022-01-05,BBBB,246.02
2022-01-06,BBBB,250.85
2022-01-07,BBBB,253.99
2022-01-10,BBBB,246.13
2022-01-11,BBBB,242.58
2022-01-12,BBBB,241.38
2022-01-13,BBBB,241.02
2022-01-14,BBBB,244.04
2022-01-17,BBBB,244.9
2022-01-18,BBBB,238.45
2022-01-19,BBBB,240.27
2022-01-20,BBBB,243.22
2022-01-21,BBBB,245.96
2022-01-24,BBBB,251.33
2022-01-25,BBBB,255.56
2022-01-26,BBBB,257.92
2022-01-27,BBBB,257.56
2022-01-28,BBBB,249.14
2022-01-31,BBBB,251.29
2022-02-01,BBBB,252.34
2022-02-02,BBBB,253.71
2022-02-03,BBBB,247.32
2022-02-04,BBBB,242.03
2022-02-07,BBBB,247.18
2022-02-08,BBBB,246.98
2022-02-09,BBBB,250.37
2022-02-10,BBBB,250.51
2022-02-11,BBBB,250.66
2022-02-14,BBBB,255.41
2022-02-15,BBBB,252.79
2022-02-16,BBBB,253.28
2022-02-17,BBBB,250.94
2022-02-18,BBBB,248.77
2022-02-21,BBBB,247.24
2022-02-22,BBBB,248.34
2022-02-23,BBBB,245.97
2022-02-24,BBBB,252.23
2022-02-25,BBBB,247.76
2022-02-28,BBBB,246.83
2022-03-01,BBBB,244.67
2022-03-02,BBBB,251.86
2022-03-03,BBBB,252.85
2022-03-04,BBBB,258.12
2022-03-07,BBBB,250.56
2022-03-08,BBBB,251.91
2022-03-09,BBBB,256.43
2022-03-10,BBBB,256.85
2022-03-11,BBBB,262.38
2022-03-14,BBBB,259.68
2022-03-15,BBBB,267.11
2022-03-16,BBBB,279.67
2022-03-17,BBBB,277.65
2022-03-18,BBBB,275.19
2022-03-21,BBBB,283.3
2022-03-22,BBBB,292.4
2022-03-23,BBBB,289.36
2022-03-24,BBBB,286.93
2022-03-25,BBBB,285.32
2022-03-28,BBBB,277.75
2022-03-29,BBBB,272.7
2022-03-30,BBBB,267.27
2022-03-31,BBBB,263.2
2022-04-01,BBBB,263.02
2022-04-04,BBBB,264.25
2022-04-05,BBBB,272.58
2022-04-06,BBBB,267.19
2022-04-07,BBBB,272.5
2022-04-08,BBBB,271.34
2022-04-11,BBBB,271.07
2022-04-12,BBBB,274.75
2022-04-13,BBBB,268.65
2022-04-14,BBBB,270.71
2022-04-15,BBBB,271.62
2022-04-18,BBBB,274.3
2022-04-19,BBBB,275.89
2022-04-20,BBBB,289.78
2022-04-21,BBBB,286.11
2022-04-22,BBBB,283.09
2022-04-25,BBBB,279.58
2022-04-26,BBBB,276.49
2022-04-27,BBBB,272.99
2022-04-28,BBBB,279.56
2022-04-29,BBBB,287.61
2022-05-02,BBBB,284.35
2022-05-03,BBBB,279.66
2022-05-04,BBBB,282.3
2022-05-05,BBBB,279.2
2022-05-06,BBBB,282.76
2022-05-09,BBBB,283.91
2022-05-10,BBBB,275.43
2022-05-11,BBBB,284.09
2022-05-12,BBBB,294.48
2022-05-13,BBBB,290.89
2022-05-16,BBBB,288.65
2022-05-17,BBBB,290.3
2022-05-18,BBBB,292.25
2022-05-19,BBBB,296.12
2022-05-20,BBBB,308.27
2022-05-23,BBBB,307.18
2022-05-24,BBBB,302.32
2022-05-25,BBBB,294.09
2022-05-26,BBBB,289.82
2022-05-27,BBBB,289.63
2022-05-30,BBBB,300.22
2022-05-31,BBBB,297.12
2022-06-01,BBBB,298.46
2022-06-02,BBBB,298.36
2022-06-03,BBBB,305.54
2022-06-06,BBBB,321.37
2022-06-07,BBBB,317.98
2022-06-08,BBBB,314.88
2022-06-09,BBBB,321.53
2022-06-10,BBBB,325.94
2022-06-13,BBBB,338.21
2022-06-14,BBBB,342.18
2022-06-15,BBBB,339.73
2022-06-16,BBBB,343.77
2022-06-17,BBBB,351.47
2022-06-20,BBBB,357.29
2022-06-21,BBBB,360.93
2022-06-22,BBBB,368.71
2022-06-23,BBBB,377.44
2022-06-24,BBBB,388.02
2022-06-27,BBBB,393.08
2022-06-28,BBBB,391.77
2022-06-29,BBBB,392.92
2022-06-30,BBBB,402.52
2022-07-01,BBBB,396.0
2022-07-04,BBBB,398.93
2022-07-05,BBBB,395.8
2022-07-06,BBBB,396.03
2022-07-07,BBBB,406.29
2022-07-08,BBBB,407.84
2022-07-11,BBBB,408.22
2022-07-12,BBBB,397.27
2022-07-13,BBBB,403.24
2022-07-14,BBBB,408.48
2022-07-15,BBBB,426.54
2022-07-18,BBBB,423.93
2022-07-19,BBBB,425.79
2022-07-20,BBBB,427.92
2022-07-21,BBBB,441.63
2022-07-22,BBBB,440.79
2022-07-25,BBBB,443.26
2022-07-26,BBBB,448.68
2022-07-27,BBBB,450.36
2022-07-28,BBBB,446.35
2022-07-29,BBBB,448.09
2022-08-01,BBBB,457.82
2022-08-02,BBBB,448.51
2022-08-03,BBBB,449.71
2022-08-04,BBBB,443.45
2022-08-05,BBBB,454.18
2022-08-08,BBBB,440.55
2022-08-09,BBBB,435.66
2022-08-10,BBBB,438.96
2022-08-11,BBBB,452.92
2022-08-12,BBBB,452.32
2022-08-15,BBBB,447.33
2022-08-16,BBBB,464.48
2022-08-17,BBBB,451.22
2022-08-18,BBBB,431.81
2022-08-19,BBBB,435.62
2022-08-22,BBBB,431.27
2022-08-23,BBBB,422.55
2022-08-24,BBBB,428.58
2022-08-25,BBBB,430.67
2022-08-26,BBBB,425.84
2022-08-29,BBBB,415.08
2022-08-30,BBBB,422.38
2022-08-31,BBBB,427.91
2022-09-01,BBBB,427.06
2022-09-02,BBBB,443.13
2022-09-05,BBBB,433.75
2022-09-06,BBBB,420.71
2022-09-07,BBBB,414.93
2022-09-08,BBBB,414.55
2022-09-09,BBBB,416.58
2022-09-12,BBBB,414.57
2022-09-13,BBBB,417.5
2022-09-14,BBBB,407.18
2022-09-15,BBBB,419.11
2022-09-16,BBBB,418.42
2022-09-19,BBBB,427.88
2022-09-20,BBBB,430.82
2022-09-21,BBBB,434.77
2022-09-22,BBBB,439.76
2022-09-23,BBBB,443.71
2022-09-26,BBBB,449.45
2022-09-27,BBBB,461.56
2022-09-28,BBBB,463.38
2022-09-29,BBBB,470.0
2022-09-30,BBBB,469.15
2022-10-03,BBBB,482.86
2022-10-04,BBBB,476.37
2022-10-05,BBBB,493.85
2022-10-06,BBBB,493.45
2022-10-07,BBBB,479.53
2022-10-10,BBBB,480.76
2022-10-11,BBBB,474.25
2022-10-12,BBBB,482.3
2022-10-13,BBBB,476.04
2022-10-14,BBBB,471.81
2022-10-17,BBBB,454.31
2022-10-18,BBBB,450.22
2022-10-19,BBBB,428.92
2022-10-20,BBBB,415.54
2022-10-21,BBBB,421.91
2022-10-24,BBBB,428.6
2022-10-25,BBBB,432.26
2022-10-26,BBBB,423.98
2022-10-27,BBBB,423.57
2022-10-28,BBBB,423.54
2022-10-31,BBBB,413.84
2022-11-01,BBBB,426.48
2022-11-02,BBBB,434.03
2022-11-03,BBBB,432.11
2022-11-04,BBBB,432.34
2022-11-07,BBBB,434.15
2022-11-08,BBBB,416.78
2022-11-09,BBBB,414.72
2022-11-10,BBBB,409.11
2022-11-11,BBBB,400.99
2022-11-14,BBBB,398.74
2022-11-15,BBBB,413.34
2022-11-16,BBBB,418.67
2022-11-17,BBBB,413.92
2022-11-18,BBBB,418.68
2022-11-21,BBBB,430.57
2022-11-22,BBBB,438.6
2022-11-23,BBBB,439.13
2022-11-24,BBBB,433.48
2022-11-25,BBBB,439.58
2022-11-28,BBBB,443.05
2022-11-29,BBBB,451.05
2022-11-30,BBBB,456.82
2022-12-01,BBBB,466.51
2022-12-02,BBBB,461.54
2022-12-05,BBBB,473.87
2022-12-06,BBBB,475.74
2022-12-07,BBBB,495.9
2022-12-08,BBBB,489.12
2022-12-09,BBBB,506.4
2022-12-12,BBBB,508.4
2022-12-13,BBBB,501.82
2022-12-14,BBBB,496.99
2022-12-15,BBBB,493.82
2022-12-16,BBBB,498.02
2022-12-19,BBBB,503.26
2022-12-20,BBBB,497.52
2022-12-21,BBBB,497.27
2022-12-22,BBBB,519.04
2022-12-23,BBBB,537.29
2022-12-26,BBBB,542.0
2022-12-27,BBBB,542.41
2022-12-28,BBBB,543.72
2022-12-29,BBBB,550.43
2022-12-30,BBBB,539.28
2023-01-02,BBBB,536.51
2023-01-03,BBBB,518.91
2023-01-04,BBBB,523.07
2023-01-05,BBBB,529.88
2023-01-06,BBBB,524.78
2023-01-09,BBBB,541.57
2023-01-10,BBBB,528.45
2023-01-11,BBBB,513.2
2023-01-12,BBBB,515.51
2023-01-13,BBBB,526.42
2023-01-16,BBBB,544.45
2023-01-17,BBBB,539.47
2023-01-18,BBBB,551.24
2023-01-19,BBBB,550.81
2023-01-20,BBBB,548.92
2023-01-23,BBBB,558.7
2023-01-24,BBBB,566.04
2023-01-25,BBBB,548.47
2023-01-26,BBBB,564.91
2023-01-27,BBBB,580.72
2023-01-30,BBBB,573.5
2023-01-31,BBBB,578.06
2023-02-01,BBBB,583.8
2023-02-02,BBBB,586.85
2023-02-03,BBBB,580.43
2023-02-06,BBBB,572.68
2023-02-07,BBBB,572.39
2023-02-08,BBBB,585.97
2023-02-09,BBBB,592.38
2023-02-10,BBBB,588.0
2023-02-13,BBBB,597.15
2023-02-14,BBBB,564.08
2023-02-15,BBBB,577.19
2023-02-16,BBBB,557.45
2023-02-17,BBBB,553.43
2023-02-20,BBBB,541.17
2023-02-21,BBBB,527.34
2023-02-22,BBBB,539.72
2023-02-23,BBBB,534.7
2023-02-24,BBBB,538.42
2023-02-27,BBBB,537.91
2023-02-28,BBBB,543.07
2023-03-01,BBBB,543.9
2023-03-02,BBBB,530.13
2023-03-03,BBBB,540.79
2023-03-06,BBBB,535.48
2023-03-07,BBBB,519.07
2023-03-08,BBBB,514.64
2023-03-09,BBBB,530.32
2023-03-10,BBBB,539.42
2023-03-13,BBBB,535.67
2023-03-14,BBBB,531.94
2023-03-15,BBBB,528.53
2023-03-16,BBBB,550.94
2023-03-17,BBBB,555.17
2023-03-20,BBBB,559.96
2023-03-21,BBBB,571.62
2023-03-22,BBBB,574.36
2023-03-23,BBBB,571.39
2023-03-24,BBBB,569.15
2023-03-27,BBBB,568.34
2023-03-28,BBBB,567.91
2023-03-29,BBBB,576.24
2023-03-30,BBBB,576.84
2023-03-31,BBBB,585.35
2023-04-03,BBBB,584.41
2023-04-04,BBBB,585.33
2023-04-05,BBBB,562.4
2023-04-06,BBBB,572.8
2023-04-07,BBBB,576.78
2023-04-10,BBBB,588.41
2023-04-11,BBBB,555.3
2023-04-12,BBBB,578.98
2023-04-13,BBBB,577.37
2023-04-14,BBBB,590.31
2023-04-17,BBBB,578.15
2023-04-18,BBBB,585.28
2023-04-19,BBBB,573.08
2023-04-20,BBBB,565.98
2023-04-21,BBBB,588.06
2023-04-24,BBBB,585.82
2023-04-25,BBBB,588.38
2023-04-26,BBBB,598.71
2023-04-27,BBBB,604.67
2023-04-28,BBBB,606.49
2023-05-01,BBBB,610.94
2023-05-02,BBBB,641.02
2023-05-03,BBBB,640.28
2023-05-04,BBBB,642.86
2023-05-05,BBBB,656.51
2023-05-08,BBBB,671.19
2023-05-09,BBBB,687.32
2023-05-10,BBBB,696.15
2023-05-11,BBBB,680.42
